probe,EntrezGene.ID,probe.name,Alignment.score,Length.of.probe,NCBI.gene.symbol,HUGO.gene.symbol,Cytoband,Alternative.symbols,Description
214586_at,,,,,,,,,
214587_at,,,,,,,,,
214588_s_at,4238,214588_s_at,3,11,MFAP3,MFAP3,5q32-q33.2,,microfibrillar-associated protein 3
214589_at,2257,214589_at,7,11,FGF12,FGF12,3q28,FGF12B|FHF1,fibroblast growth factor 12
214590_s_at,7321,214590_s_at,11,11,UBE2D1,UBE2D1,10q11.2-q21,E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A,"ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)"
214591_at,56062,214591_at,11,11,KLHL4,KLHL4,Xq21.3,DKELCHL|KHL4|KIAA1687,kelch-like 4 (Drosophila)
214592_s_at,10302,214592_s_at,11,11,SNAPC5,SNAPC5,15q22.31,SNAP19,"small nuclear RNA activating complex, polypeptide 5, 19kDa"
214593_at,,,,,,,,,
214594_x_at,5205,214594_x_at,10,11,ATP8B1,ATP8B1,18q21-q22|18q21.31,ATPIC|BRIC|FIC1|PFIC|PFIC1,"ATPase, Class I, type 8B, member 1"
214595_at,3755,214595_at,11,11,KCNG1,KCNG1,20q13,K13|KCNG|KV6.1|MGC12878|kH2,"potassium voltage-gated channel, subfamily G, member 1"
214596_at,,,,,,,,,
214597_at,6752,214597_at,11,11,SSTR2,SSTR2,17q24,,somatostatin receptor 2
214598_at,9073,214598_at,11,11,CLDN8,CLDN8,21q22.11,,claudin 8
214599_at,3713,214599_at,8,11,IVL,IVL,1q21,,involucrin
214600_at,7003,214600_at,11,11,TEAD1,TEAD1,11p15.2,AA|REF1|TCF13|TEF-1,TEA domain family member 1 (SV40 transcriptional enhancer factor)
214601_at,,,,,,,,,
214602_at,1286,214602_at,11,11,COL4A4,COL4A4,2q35-q37,CA44,"collagen, type IV, alpha 4"
214603_at,,,,,,,,,
214604_at,3237,214604_at,11,11,HOXD11,HOXD11,2q31.1,HOX4|HOX4F,homeobox D11
214605_x_at,2825,214605_x_at,11,11,GPR1,GPR1,2q33.3,,G protein-coupled receptor 1
214606_at,10100,214606_at,8,11,TSPAN2,TSPAN2,1p13.2,6330415F13Rik|FLJ12082|RP4-666F24.2|TSN2|TSPAN-2,tetraspanin 2
214607_at,5063,214607_at,11,11,PAK3,PAK3,Xq22.3-q23,CDKN1A|MRX30|MRX47|OPHN3|PAK3beta|bPAK|hPAK3,p21 (CDKN1A)-activated kinase 3
214608_s_at,2138,214608_s_at,11,11,EYA1,EYA1,8q13.3,BOP|BOR|MGC141875,eyes absent homolog 1 (Drosophila)
214609_at,401,214609_at,11,11,PHOX2A,PHOX2A,11q13.2,ARIX|CFEOM2|FEOM2|MGC52227|NCAM2|PMX2A,paired-like (aristaless) homeobox 2a
214610_at,1584,214610_at,9,11,CYP11B1,CYP11B1,8q21,CPN1|CYP11B|DKFZp686B05283|FHI|FLJ36771|P450C11,"cytochrome P450, family 11, subfamily B, polypeptide 1"
214611_at,2897,214611_at,6,11,GRIK1,GRIK1,21q22.11,EAA3|EEA3|GLR5|GLUR5,"glutamate receptor, ionotropic, kainate 1"
214612_x_at,,,,,,,,,
214613_at,2827,214613_at,11,11,GPR3,GPR3,1p36.1-p35,ACCA,G protein-coupled receptor 3
214614_at,3110,214614_at,11,11,HLXB9,HLXB9,7q36,HB9|HOXHB9|SCRA1,homeobox HB9
214615_at,27334,214615_at,9,11,P2RY10,P2RY10,Xq21.1,P2Y10,"purinergic receptor P2Y, G-protein coupled, 10"
214616_at,,,,,,,,,
214617_at,5551,214617_at,11,11,PRF1,PRF1,10q22,FLH2|HPLH2|MGC65093|P1|PFP,perforin 1 (pore forming protein)
214618_at,,,,,,,,,
214619_at,1394,214619_at,11,11,CRHR1,CRHR1,17q12-q22,CRF-R|CRF1|CRFR1|CRH-R1h|CRHR|CRHR1f,corticotropin releasing hormone receptor 1
214620_x_at,5066,214620_x_at,7,11,PAM,PAM,5q14-q21,PAL|PHM,peptidylglycine alpha-amidating monooxygenase
214621_at,2998,214621_at,11,11,GYS2,GYS2,12p12.2,,glycogen synthase 2 (liver)
214622_at,1589,214622_at,11,11,CYP21A2,CYP21A2,6p21.3,CA21H|CAH1|CPS1|CYP21|CYP21B|MGC150536|MGC150537|P450c21B,"cytochrome P450, family 21, subfamily A, polypeptide 2"
214623_at,,,,,,,,,
214624_at,11045,214624_at,11,11,UPK1A,UPK1A,19q13.13,MGC129751|MGC129752|MGC14388|TSPAN21|UP1A|UPIA|UPKA,uroplakin 1A
214625_s_at,50488,214625_s_at,11,11,MINK1,MINK1,17p13.2,B55|MAP4K6|MGC21111|MINK|YSK2|ZC3|hMINK|hMINKbeta,misshapen-like kinase 1 (zebrafish)
214626_s_at,23193,214626_s_at,11,11,GANAB,GANAB,11q12.3,G2AN|GluII|KIAA0088,"glucosidase, alpha; neutral AB"
214627_at,8288,214627_at,1,11,EPX,EPX,17q23.1,EPO|EPP|EPX-PEN,eosinophil peroxidase
214628_at,4807,214628_at,10,11,NHLH1,NHLH1,1q22,HEN1|NSCL|NSCL1,nescient helix loop helix 1
214629_x_at,57142,214629_x_at,9,11,RTN4,RTN4,2p16.3,ASY|NI220/250|NOGO|NOGO-A|NSP|NSP-CL|Nbla00271|Nbla10545|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C,reticulon 4
214630_at,1585,214630_at,10,11,CYP11B2,CYP11B2,8q21-q22,ALDOS|CPN2|CYP11B|CYP11BL|P-450C18|P450C18|P450aldo,"cytochrome P450, family 11, subfamily B, polypeptide 2"
214631_at,10009,214631_at,10,11,ZBTB33,ZBTB33,Xq23,ZNF-kaiso|ZNF348,zinc finger and BTB domain containing 33
214632_at,8828,214632_at,11,11,NRP2,NRP2,2q33.3,MGC126574|NP2|NPN2|PRO2714|VEGF165R2,neuropilin 2
214633_at,6658,214633_at,11,11,SOX3,SOX3,Xq27.1,MRGH|SOXB,SRY (sex determining region Y)-box 3
214634_at,,,,,,,,,
214635_at,9080,214635_at,11,11,CLDN9,CLDN9,16p13.3,,claudin 9
214636_at,797,214636_at,9,11,CALCB,CALCB,11p15.2-p15.1,CALC2|CGRP-II|CGRP2|FLJ30166,"calcitonin-related polypeptide, beta"
214637_at,5008,214637_at,3,11,OSM,OSM,22q12.2,MGC20461,oncostatin M
214638_s_at,905,214638_s_at,11,11,CCNT2,CCNT2,2q21.3,FLJ90560|MGC134840,cyclin T2
214639_s_at,3198,214639_s_at,11,11,HOXA1,HOXA1,7p15.3,BSAS|HOX1|HOX1F|MGC45232,homeobox A1
214640_at,,,,,,,,,
214641_at,1285,214641_at,9,11,COL4A3,COL4A3,2q36-q37,,"collagen, type IV, alpha 3 (Goodpasture antigen)"
214642_x_at,4104,214642_x_at,10,11,MAGEA5,MAGEA5,Xq28,MAGE5|MGC129526,"melanoma antigen family A, 5"
214643_x_at,274,214643_x_at,8,11,BIN1,BIN1,2q14,AMPH2|AMPHL|DKFZp547F068|MGC10367|SH3P9,bridging integrator 1
214644_at,8330,214644_at,3,11,HIST1H2AK,HIST1H2AK,6p22-p21.3,H2A/d|H2AFD,"histone cluster 1, H2ak"
214645_at,,,,,,,,,
214646_at,8356,214646_at,1,11,HIST1H3J,HIST1H3J,6p22-p21.3,H3/j|H3FJ,"histone cluster 1, H3j"
214647_s_at,3077,214647_s_at,11,11,HFE,HFE,6p21.3,HFE1|HH|HLA-H|MGC103790|dJ221C16.10.1,hemochromatosis
214648_at,,,,,,,,,
214649_s_at,8898,214649_s_at,11,11,MTMR2,MTMR2,11q22,CMT4B|CMT4B1|KIAA1073,myotubularin related protein 2
214650_x_at,4340,214650_x_at,11,11,MOG,MOG,6p22.1,MGC26137|MOG IG-2',myelin oligodendrocyte glycoprotein
214651_s_at,3205,214651_s_at,11,11,HOXA9,HOXA9,7p15-p14,ABD-B|HOX1|HOX1.7|HOX1G|MGC1934,homeobox A9
214652_at,1812,214652_at,11,11,DRD1,DRD1,5q35.1,DADR|DRD1A,dopamine receptor D1
214655_at,2830,214655_at,10,11,GPR6,GPR6,6q21,,G protein-coupled receptor 6
214656_x_at,4641,214656_x_at,11,11,MYO1C,MYO1C,17p13,FLJ23903|MYO1E|myr2,myosin IC
214657_s_at,,,,,,,,,
214658_at,51014,214658_at,11,11,TMED7,TMED7,5q22.3,CGI-109|FLJ90481,transmembrane emp24 protein transport domain containing 7
214659_x_at,,,,,,,,,
214660_at,,,,,,,,,
214661_s_at,8602,214661_s_at,10,11,C4orf9,C4orf9,4p16.3,RES4-25,chromosome 4 open reading frame 9
214662_at,,,,,,,,,
214663_at,25778,214663_at,11,11,RIPK5,RIPK5,1q32.1,DustyPK|HDCMD38P|KIAA0472|RIP5,receptor interacting protein kinase 5
214664_at,,,,,,,,,
214665_s_at,11261,214665_s_at,11,11,CHP,,15q13.3,SLC9A1BP,calcium binding protein P22
214666_x_at,118980,214666_x_at,1,11,SFXN2,SFXN2,10q24.32,,sideroflexin 2
214667_s_at,9537,214667_s_at,11,11,TP53I11,TP53I11,11p11.2,PIG11,tumor protein p53 inducible protein 11
214668_at,57213,214668_at,9,11,C13orf1,C13orf1,13q14,CLLD6,chromosome 13 open reading frame 1
214669_x_at,,,,,,,,,
214670_at,7586,214670_at,11,11,ZKSCAN1,ZKSCAN1,7q21.3-q22.1,9130423L19Rik|KOX18|MGC138429|PHZ-37|ZNF139|ZNF36,zinc finger with KRAB and SCAN domains 1
214671_s_at,29,214671_s_at,11,11,ABR,ABR,17p13.3,FLJ45954|MDB,active BCR-related gene
214672_at,23093,214672_at,11,11,TTLL5,TTLL5,14q24.3,KIAA0998|MGC117189,"tubulin tyrosine ligase-like family, member 5"
214673_s_at,10075,214673_s_at,11,11,HUWE1,HUWE1,Xp11.22,ARF-BP1|HECTH9|HSPC272|Ib772|KIAA0312|LASU1|MULE|UREB1,"HECT, UBA and WWE domain containing 1"
214674_at,10869,214674_at,11,11,USP19,USP19,3p21.31,ZMYND9,ubiquitin specific peptidase 19
214675_at,,,,,,,,,
214676_x_at,,,,,,,,,
214677_x_at,,,,,,,,,
214678_x_at,7543,214678_x_at,10,11,ZFX,ZFX,Xp21.3,,"zinc finger protein, X-linked"
214679_x_at,,,,,,,,,
214680_at,4915,214680_at,11,11,NTRK2,NTRK2,9q22.1,GP145-TrkB|TRKB,"neurotrophic tyrosine kinase, receptor, type 2"
214681_at,2710,214681_at,10,11,GK,GK,Xp21.3,GK1|GKD,glycerol kinase
214682_at,,,,,,,,,
214683_s_at,1195,214683_s_at,11,11,CLK1,CLK1,2q33,CLK|CLK/STY|STY,CDC-like kinase 1
214684_at,,,,,,,,,
214685_at,,,,,,,,,
214686_at,10781,214686_at,11,11,ZNF266,ZNF266,19p13.2,HZF1,zinc finger protein 266
214687_x_at,226,214687_x_at,11,11,ALDOA,ALDOA,16q22-q24,ALDA|MGC10942|MGC17716|MGC17767,"aldolase A, fructose-bisphosphate"
214688_at,7091,214688_at,5,11,TLE4,TLE4,9q21.31,BCE-1|E(spI)|ESG|ESG4|GRG4,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)"
214689_at,,,,,,,,,
214690_at,9014,214690_at,8,11,TAF1B,TAF1B,2p25,MGC:9349|RAF1B|RAFI63|SL1|TAFI63,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa"
214691_x_at,54629,214691_x_at,7,11,FAM63B,FAM63B,15q22.1,KIAA1164,"family with sequence similarity 63, member B"
214692_s_at,8629,214692_s_at,11,11,JRK,JRK,8q24.3,DKFZp686C24207|FLJ45729|JH8,jerky homolog (mouse)
214693_x_at,,,,,,,,,
214694_at,,,,,,,,,
214695_at,,,,,,,,,
214696_at,84981,214696_at,11,11,MGC14376,,17p13.3,DKFZp686O06159|MGC149751,hypothetical protein MGC14376
214697_s_at,9991,214697_s_at,11,11,ROD1,ROD1,9q32,DKFZp781I1117,ROD1 regulator of differentiation 1 (S. pombe)
214698_at,9991,214698_at,11,11,ROD1,ROD1,9q32,DKFZp781I1117,ROD1 regulator of differentiation 1 (S. pombe)
214699_x_at,26100,214699_x_at,10,11,WIPI2,WIPI2,7p22.1,Atg21|CGI-50|DKFZP434J154|DKFZp686P02188|FLJ12979|FLJ14217|FLJ42984|WIPI-2,"WD repeat domain, phosphoinositide interacting 2"
214700_x_at,55183,214700_x_at,11,11,RIF1,RIF1,2q23.3,DKFZp781N1478|FLJ12870,RAP1 interacting factor homolog (yeast)
214701_s_at,2335,214701_s_at,11,11,FN1,FN1,2q34,CIG|DKFZp686F10164|DKFZp686H0342|DKFZp686I1370|DKFZp686O13149|FINC|FN|LETS|MSF,fibronectin 1
214702_at,2335,214702_at,11,11,FN1,FN1,2q34,CIG|DKFZp686F10164|DKFZp686H0342|DKFZp686I1370|DKFZp686O13149|FINC|FN|LETS|MSF,fibronectin 1
214703_s_at,23324,214703_s_at,11,11,MAN2B2,MAN2B2,4p16.1,KIAA0935,"mannosidase, alpha, class 2B, member 2"
214704_at,,,,,,,,,
214705_at,,,,,,,,,
214706_at,7752,214706_at,11,11,ZNF200,ZNF200,16p13.3,MGC45293,zinc finger protein 200
214707_x_at,,,,,,,,,
214708_at,6641,214708_at,7,11,SNTB1,SNTB1,8q23-q24,59-DAP|A1B|BSYN2|DAPA1B|FLJ22442|MGC111389|SNT2|SNT2B1|TIP-43,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)"
214709_s_at,3895,214709_s_at,11,11,KTN1,KTN1,14q22.1,CG1|KIAA0004|KNT|MGC133337|MU-RMS-40.19,kinectin 1 (kinesin receptor)
214710_s_at,891,214710_s_at,11,11,CCNB1,CCNB1,5q12,CCNB,cyclin B1
214711_at,,,,,,,,,
214712_at,,,,,,,,,
214713_at,,,,,,,,,
214714_at,84124,214714_at,11,11,ZNF394,ZNF394,7q22.1,FLJ12298,zinc finger protein 394
214715_x_at,90338,214715_x_at,8,11,ZNF160,ZNF160,19q13.41,DKFZp686B16128|F11|FLJ00032|HKr18|HZF5|KIAA1611|KR18,zinc finger protein 160
214716_at,,,,,,,,,
214717_at,,,,,,,,,
214718_at,57798,214718_at,11,11,GATAD1,GATAD1,7q21-q22,FLJ22489|FLJ40695|ODAG|RG083M05.2,GATA zinc finger domain containing 1
214719_at,283537,214719_at,8,11,LOC283537,,13q12.3,FKSG16,hypothetical protein LOC283537
214720_x_at,151011,214720_x_at,11,11,SEPT10,SEPT10,2q13,FLJ11619,septin 10
214721_x_at,23580,214721_x_at,11,11,CDC42EP4,CDC42EP4,17q24-q25,BORG4|CEP4|KAIA1777|MGC17125|MGC3740,CDC42 effector protein (Rho GTPase binding) 4
214722_at,,,,,,,,,
214723_x_at,57730,214723_x_at,3,11,KIAA1641,KIAA1641,2q11.2,FLJ21281|MGC149864|MGC149865,KIAA1641
214724_at,85458,214724_at,11,11,DIXDC1,DIXDC1,,CCD1|KIAA1735,DIX domain containing 1
214725_at,,,,,,,,,
214726_x_at,118,214726_x_at,11,11,ADD1,ADD1,4p16.3,ADDA|MGC3339|MGC44427,adducin 1 (alpha)
214727_at,675,214727_at,11,11,BRCA2,BRCA2,13q12.3,BRCC2|FACD|FAD|FAD1|FANCB|FANCD|FANCD1,"breast cancer 2, early onset"
214728_x_at,6597,214728_x_at,11,11,SMARCA4,SMARCA4,19p13.2,BAF190|BRG1|FLJ39786|SNF2|SNF2-BETA|SNF2L4|SNF2LB|SWI2|hSNF2b,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
214729_at,221830,214729_at,11,11,TWISTNB,TWISTNB,7p15.3,,TWIST neighbor
214730_s_at,2734,214730_s_at,11,11,GLG1,GLG1,16q22-q23,CFR-1|ESL-1|FLJ23319|FLJ23967|MG-160|MG160,golgi apparatus protein 1
214731_at,,,,,,,,,
214732_at,6667,214732_at,9,11,SP1,SP1,12q13.1,,Sp1 transcription factor
214733_s_at,54432,214733_s_at,10,11,YIPF1,YIPF1,1p33-p32.1,DJ167A19.1|FinGER1,"Yip1 domain family, member 1"
214734_at,23086,214734_at,11,11,EXPH5,EXPH5,11q22.3,DKFZp781H0795|KIAA0624|MGC133291|MGC134967|SLAC2-B,exophilin 5
214735_at,26034,214735_at,7,11,PIP3-E,,6q25.2,IPCEF1|KIAA0403|RP3-402L9.2,phosphoinositide-binding protein PIP3-E
214736_s_at,118,214736_s_at,11,11,ADD1,ADD1,4p16.3,ADDA|MGC3339|MGC44427,adducin 1 (alpha)
214737_x_at,3183,214737_x_at,10,11,HNRPC,HNRPC,14q11.2,C1|C2|HNRNP|MGC104306|MGC105117|MGC117353|MGC131677|SNRPC|hnRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2)
214738_s_at,91754,214738_s_at,8,11,NEK9,NEK9,14q24.3,DKFZp434D0935|MGC138306|MGC16714|NERCC|NERCC1|Nek8,NIMA (never in mitosis gene a)- related kinase 9
214739_at,,,,,,,,,
214740_at,,,,,,,,,
214741_at,7690,214741_at,11,11,ZNF131,ZNF131,5p12-p11,pHZ-10,zinc finger protein 131
214742_at,22994,214742_at,11,11,AZI1,AZI1,17q25.3,AZ1|Cep131,5-azacytidine induced 1
214743_at,1523,214743_at,6,11,CUTL1,CUTL1,7q22.1,CASP|CDP|COY1|CUX|Nbla10317|p100|p110|p200|p75,"cut-like 1, CCAAT displacement protein (Drosophila)"
214744_s_at,,,,,,,,,
214745_at,23007,214745_at,11,11,PLCH1,PLCH1,3q25.31,DKFZp434C1372|MGC117152|PLCL3|PLCeta1,"phospholipase C, eta 1"
214746_s_at,168544,214746_s_at,11,11,ZNF467,ZNF467,7q36.1,EZI|Zfp467,zinc finger protein 467
214747_at,,,,,,,,,
214748_at,,,,,,,,,
214749_s_at,54470,214749_s_at,11,11,ARMCX6,ARMCX6,Xq21.33-q22.3,FLJ20811,"armadillo repeat containing, X-linked 6"
214750_at,191585,214750_at,10,11,PLAC4,PLAC4,21q22.3,MGC126664|MGC126666,placenta-specific 4
214751_at,90333,214751_at,11,11,ZNF468,ZNF468,19q13.41,DKFZp781B1474|DKFZp781N07108,zinc finger protein 468
214752_x_at,2316,214752_x_at,11,11,FLNA,FLNA,Xq28,ABP-280|ABPX|DKFZp434P031|FLN|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|filamin A,"filamin A, alpha (actin binding protein 280)"
214753_at,,,,,,,,,
214754_at,,,,,,,,,
214755_at,91373,214755_at,10,11,UAP1L1,UAP1L1,9q34.3,RP11-229P13.18,UDP-N-acteylglucosamine pyrophosphorylase 1-like 1
214756_x_at,,,,,,,,,
214757_at,,,,,,,,,
214758_at,,,,,,,,,
214759_at,,,,,,,,,
214760_at,26152,214760_at,11,11,ZNF337,ZNF337,20p11.21,,zinc finger protein 337
214761_at,23090,214761_at,11,11,ZNF423,ZNF423,16q12,Ebfaz|KIAA0760|MGC138520|MGC138522|OAZ|Roaz|Zfp104,zinc finger protein 423
214762_at,534,214762_at,11,11,ATP6V1G2,ATP6V1G2,6p21.3,ATP6G|ATP6G2|NG38|VMA10,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2"
214763_at,26027,214763_at,11,11,ACOT11,ACOT11,1p32.3,BFIT|BFIT1|BFIT2|KIAA0707|STARD14|THEA|THEM1,acyl-CoA thioesterase 11
214764_at,,,,,,,,,
214765_s_at,27163,214765_s_at,11,11,ASAHL,ASAHL,4q21.1,NAAA|PLT,N-acylsphingosine amidohydrolase (acid ceramidase)-like
214766_s_at,25909,214766_s_at,11,11,AHCTF1,AHCTF1,1q44,DKFZp434N093|ELYS|MST108|MSTP108|TMBS62,AT hook containing transcription factor 1
214767_s_at,126393,214767_s_at,11,11,HSPB6,HSPB6,19q13.12,FLJ32389|Hsp20,"heat shock protein, alpha-crystallin-related, B6"
214768_x_at,,,,,,,,,
214769_at,,,,,,,,,
214770_at,4481,214770_at,9,11,MSR1,MSR1,8p22,CD204|SCARA1|SR-A|phSR1|phSR2,macrophage scavenger receptor 1
214771_x_at,23164,214771_x_at,11,11,M-RIP,,17p11.2,KIAA0864|RHOIP3|p116Rip,myosin phosphatase-Rho interacting protein
214772_at,,,,,,,,,
214773_x_at,261726,214773_x_at,11,11,TIPRL,TIPRL,1q23.2,MGC3794|dJ69E11.3,"TIP41, TOR signalling pathway regulator-like (S. cerevisiae)"
214774_x_at,,,,,,,,,
214775_at,23138,214775_at,11,11,N4BP3,,5q35.3,KIAA0341,Nedd4 binding protein 3
214776_x_at,9942,214776_x_at,9,11,XYLB,XYLB,3p22-p21.3,FLJ10343|FLJ12539|FLJ22075,xylulokinase homolog (H. influenzae)
214777_at,,,,,,,,,
214778_at,1954,214778_at,11,11,MEGF8,MEGF8,19q12,EGFL4,multiple EGF-like-domains 8
214779_s_at,27352,214779_s_at,11,11,RUTBC3,RUTBC3,22q13.1-q13.2,DKFZp761D051|MAP|RUSC3,RUN and TBC1 domain containing 3
214780_s_at,4650,214780_s_at,11,11,MYO9B,MYO9B,19p13.1,CELIAC4|MYR5,myosin IXB
214781_at,,,,,,,,,
214782_at,,,,,,,,,
214783_s_at,311,214783_s_at,10,11,ANXA11,ANXA11,10q23,ANX11|CAP50,annexin A11
214784_x_at,23214,214784_x_at,11,11,XPO6,XPO6,16p11.2,EXP6|FLJ22519|KIAA0370|RANBP20,exportin 6
214785_at,23230,214785_at,11,11,VPS13A,VPS13A,9q21,CHAC|FLJ42030|KIAA0986,vacuolar protein sorting 13 homolog A (S. cerevisiae)
214786_at,,,,,,,,,
214787_at,10260,214787_at,11,11,DENND4A,DENND4A,15q22.31,FLJ33949|IRLB|KIAA0476|MYCPBP,DENN/MADD domain containing 4A
214788_x_at,23109,214788_x_at,11,11,DDN,DDN,12q13.12,KIAA0749,dendrin
214789_x_at,10929,214789_x_at,11,11,SFRS2B,SFRS2B,11q22,SRP46,"splicing factor, arginine/serine-rich 2B"
214790_at,,,,,,,,,
214791_at,93349,214791_at,11,11,LOC93349,,2q37.1,MGC132667,hypothetical protein BC004921
214792_x_at,6844,214792_x_at,7,11,VAMP2,VAMP2,17p13.1,FLJ11460|SYB2|VAMP-2,vesicle-associated membrane protein 2 (synaptobrevin 2)
214793_at,1849,214793_at,3,11,DUSP7,DUSP7,3p21,MKP-X|MKPX|PYST2,dual specificity phosphatase 7
214794_at,5036,214794_at,5,11,PA2G4,PA2G4,12q13,EBP1|p38-2G4,"proliferation-associated 2G4, 38kDa"
214795_at,,,,,,,,,
214796_at,57604,214796_at,11,11,KIAA1456,,8p22,,KIAA1456 protein
214797_s_at,5129,214797_s_at,11,11,PCTK3,PCTK3,1q31-q32,PCTAIRE|PCTAIRE3,PCTAIRE protein kinase 3
214798_at,9914,214798_at,7,11,ATP2C2,ATP2C2,16q24.1,DKFZp686H22230|KIAA0703|SPCA2,"ATPase, Ca++ transporting, type 2C, member 2"
214799_at,,,,,,,,,
214800_x_at,689,214800_x_at,11,11,BTF3,BTF3,5q13.2,BETA-NAC|BTF3a|BTF3b|NACB,basic transcription factor 3
214801_at,,,,,,,,,
214802_at,,,,,,,,,
214803_at,,,,,,,,,
214804_at,,,,,,,,,
214805_at,,,,,,,,,
214806_at,,,,,,,,,
214807_at,,,,,,,,,
214808_at,,,,,,,,,
214809_at,,,,,,,,,
214811_at,23504,214811_at,11,11,RIMBP2,RIMBP2,12q24.33,KIAA0318|MGC15831|RBP2|RIM-BP2,RIMS binding protein 2
214812_s_at,,,,,,,,,
214813_at,7626,214813_at,11,11,ZNF75,ZNF75,Xq26.3,D8C6|MGC126327|ZNF75D|ZNF82,zinc finger protein 75 (D8C6)
214814_at,,,,,,,,,
214815_at,,,,,,,,,
214816_x_at,91442,214816_x_at,11,11,C19orf40,C19orf40,19q13.11,FLJ46828|MGC32020,chromosome 19 open reading frame 40
214817_at,,,,,,,,,
214818_at,,,,,,,,,
214819_at,23096,214819_at,11,11,IQSEC2,IQSEC2,Xp11.22,KIAA0522,IQ motif and Sec7 domain 2
214820_at,54014,214820_at,9,11,BRWD1,BRWD1,21q22.2,C21orf107|FLJ43918|N143|WDR9,bromodomain and WD repeat domain containing 1
214821_at,,,,,,,,,
214822_at,57795,214822_at,11,11,FAM5B,FAM5B,1q24.1-q25.3,BRINP2|DBCCR1L2|FLJ41342|KIAA1747|RP5-1026E2.1,"family with sequence similarity 5, member B"
214823_at,,,,,,,,,
214824_at,,,,,,,,,
214825_at,,,,,,,,,
214826_at,,,,,,,,,
214827_at,84612,214827_at,11,11,PARD6B,PARD6B,20q13.13,PAR6B,par-6 partitioning defective 6 homolog beta (C. elegans)
214828_s_at,,,,,,,,,
214829_at,,,,,,,,,
214830_at,145389,214830_at,10,11,SLC38A6,SLC38A6,14q23.1,MGC102697|NAT-1,"solute carrier family 38, member 6"
214831_at,,,,,,,,,
214832_at,3172,214832_at,10,11,HNF4A,HNF4A,20q12-q13.1,FLJ39654|HNF4|HNF4a7|HNF4a8|HNF4a9|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14,"hepatocyte nuclear factor 4, alpha"
214833_at,,,,,,,,,
214834_at,,,,,,,,,
214835_s_at,8801,214835_s_at,11,11,SUCLG2,SUCLG2,3p14.1,G-BETA,"succinate-CoA ligase, GDP-forming, beta subunit"
214836_x_at,,,,,,,,,
214837_at,,,,,,,,,
214838_at,375035,214838_at,11,11,SFT2D2,SFT2D2,1q24.2,RP4-747L4.1|UNQ512|dJ747L4.C1.2,SFT2 domain containing 2
214839_at,,,,,,,,,
214840_at,,,,,,,,,
214841_at,149111,214841_at,11,11,CNIH3,CNIH3,1q42.12,FLJ38993,cornichon homolog 3 (Drosophila)
214842_s_at,,,,,,,,,
214843_s_at,23032,214843_s_at,11,11,USP33,USP33,1p31.1,KIAA1097|MGC16868|VDU1,ubiquitin specific peptidase 33
214844_s_at,55816,214844_s_at,11,11,DOK5,DOK5,20q13.2,C20orf180|MGC16926,docking protein 5
214845_s_at,813,214845_s_at,11,11,CALU,CALU,7q32,FLJ90608,calumenin
214846_s_at,57538,214846_s_at,11,11,ALPK3,ALPK3,15q25.2,FLJ21176|KIAA1330|MAK|MIDORI,alpha-kinase 3
214847_s_at,63940,214847_s_at,11,11,GPSM3,GPSM3,6p21.3,C6orf9|G18|G18.1a|G18.1b|G18.2|NG1,"G-protein signalling modulator 3 (AGS3-like, C. elegans)"
214848_at,,,,,,,,,
214849_at,222658,214849_at,11,11,KCTD20,KCTD20,6p21.31,C6orf69|MGC14254|dJ108K11.3,potassium channel tetramerisation domain containing 20
214850_at,,,,,,,,,
214851_at,,,,,,,,,
214852_x_at,23230,214852_x_at,4,11,VPS13A,VPS13A,9q21,CHAC|FLJ42030|KIAA0986,vacuolar protein sorting 13 homolog A (S. cerevisiae)
214853_s_at,6464,214853_s_at,10,11,SHC1,SHC1,1q21,FLJ26504|SHC|SHCA|p52SHC|p66|p66SHC,SHC (Src homology 2 domain containing) transforming protein 1
214854_at,,,,,,,,,
214855_s_at,253959,214855_s_at,11,11,GARNL1,GARNL1,14q13.2,DKFZp566D133|DKFZp667F074|GRIPE|KIAA0884|TULIP1,GTPase activating Rap/RanGAP domain-like 1
214856_at,,,,,,,,,
214857_at,,,,,,,,,
214858_at,,,,,,,,,
214859_at,23105,214859_at,11,11,FSTL4,FSTL4,5q31.1,,follistatin-like 4
214860_at,,,,,,,,,
214861_at,,,,,,,,,
214862_x_at,,,,,,,,,
214863_at,,,,,,,,,
214864_s_at,9380,214864_s_at,11,11,GRHPR,GRHPR,9q12,GLXR|PH2,glyoxylate reductase/hydroxypyruvate reductase
214865_at,84444,214865_at,11,11,DOT1L,DOT1L,19p13.3,DOT1|KIAA1814,"DOT1-like, histone H3 methyltransferase (S. cerevisiae)"
